[2015-08-15 0:01:31.029284][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:20:41.826287][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:20:42.017610][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:20:42.022223][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:20:42.024436][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:20:42.035792][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:25:43.799762][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:25:43.818680][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:25:43.839325][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:25:43.847091][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:25:43.863468][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:25:43.875412][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:29:17.928973][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:29:17.952927][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:29:18.053545][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:29:18.064270][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:29:18.076643][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:32:41.949603][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:32:41.975372][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:32:42.401129][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:32:42.410496][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:32:42.602483][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:32:42.636213][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:35:31.184935][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:35:31.210299][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:35:31.254452][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:35:31.262849][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:35:31.265127][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:35:31.276734][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:37:56.772052][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:37:56.826164][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:37:56.883232][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:37:56.922405][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:37:57.071547][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:37:57.418675][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:40:30.129040][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:40:30.200504][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:40:30.396153][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:40:30.824157][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:40:30.850661][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:40:30.882499][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:42:42.639600][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:42:42.664258][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:42:42.707134][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:42:42.729861][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:42:42.894351][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:44:41.684612][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:44:41.734066][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:44:41.790911][INFO]: Add product image success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:44:41.799252][INFO]: Add Product season success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 1:44:41.809146][INFO]: Add Product Tag success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 13:08:21.751641][INFO]: Login success, Employee Id: 7
[2015-08-15 15:52:17.796435][INFO]: Add Voucher success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 15:52:51.526247][INFO]: Add Voucher success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 15:53:34.624326][INFO]: Add Voucher success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 15:54:46.444056][INFO]: Add Voucher success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 15:57:21.120897][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    comment: (
        '' => 'Đơn Hàng đang chờ xác nhận',
    )
[2015-08-15 15:57:28.937526][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    comment: (
        '' => 'Đơn hàng đã được xác nhận',
    )
[2015-08-15 15:57:42.465095][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    comment: (
        '' => 'Đơn hàng đã bị hủy',
    )
[2015-08-15 15:57:51.602731][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    comment: (
        '' => 'Đơn hàng đã giao thành công',
    )
[2015-08-15 15:58:05.181389][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    name: (
        'Đơn hàng đã được xác nhận' => 'Đã được xác nhận',
    )
[2015-08-15 15:58:15.009160][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    name: (
        'Đơn hàng đã bị hủy' => 'Đã bị hủy',
    )
[2015-08-15 15:58:26.049221][INFO]: Update Order status success, Employee Id: freshgardenhl@gmail.com, Changed values: 
    name: (
        'Đơn hàng đã giao thành công' => 'Đã giao thành công',
    )
[2015-08-15 15:59:36.686589][INFO]: Add Slide show success, Employee Id: freshgardenhl@gmail.com
[2015-08-15 15:59:57.465430][INFO]: Add Slide show success, Employee Id: freshgardenhl@gmail.com
